distance-to-solar-noon,temperature,wind-speed,sky-cover,humidity,average-wind-speed-(period),average-pressure-(period),power-generated,wind_dir_sin,wind_dir_cos
0.515517241,54,3.5,3,46,0.0,30.16,5999,0.6427876096865395,-0.7660444431189779
0.825862069,54,3.5,2,55,0.0,30.19,0,0.6427876096865395,-0.7660444431189779
1.136206897,54,3.5,1,71,5.0,30.23,0,0.6427876096865395,-0.7660444431189779
1.036206897,51,3.6,1,68,0.0,30.22,0,0.3420201433256687,0.9396926207859084
0.725862069,51,3.6,0,74,0.0,30.21,0,0.3420201433256687,0.9396926207859084
0.415517241,51,3.6,1,86,0.0,30.24,110,0.3420201433256687,0.9396926207859084
0.105172414,51,3.6,1,77,7.0,30.26,13734,0.3420201433256687,0.9396926207859084
0.205172414,51,3.6,1,62,0.0,30.21,20887,0.3420201433256687,0.9396926207859084
0.515517241,51,3.6,1,72,3.0,30.18,5603,0.3420201433256687,0.9396926207859084
0.825862069,51,3.6,1,77,3.0,30.17,0,0.3420201433256687,0.9396926207859084
1.136206897,51,3.6,1,80,0.0,30.18,0,0.3420201433256687,0.9396926207859084
1.037996546,50,6.6,2,86,6.0,30.17,0,-0.984807753012208,-0.17364817766693033
0.727115717,50,6.6,2,89,6.0,30.16,0,-0.984807753012208,-0.17364817766693033
0.416234888,50,6.6,2,96,6.0,30.13,140,-0.984807753012208,-0.17364817766693033
0.105354059,50,6.6,4,86,0.0,30.15,12328,-0.984807753012208,-0.17364817766693033
0.20552677,50,6.6,4,80,11.0,30.1,11715,-0.984807753012208,-0.17364817766693033
0.516407599,50,6.6,4,74,10.0,30.08,3854,-0.984807753012208,-0.17364817766693033
0.827288428,50,6.6,4,80,8.0,30.06,0,-0.984807753012208,-0.17364817766693033
1.138169257,50,6.6,4,80,6.0,30.07,0,-0.984807753012208,-0.17364817766693033
1.041522491,50,4.9,4,80,6.0,30.06,0,-0.6427876096865396,0.7660444431189778
0.730103806,50,4.9,3,86,9.0,30.07,0,-0.6427876096865396,0.7660444431189778
0.418685121,50,4.9,3,86,3.0,30.05,90,-0.6427876096865396,0.7660444431189778
0.107266436,50,4.9,3,77,8.0,30.1,3336,-0.6427876096865396,0.7660444431189778
0.204152249,50,4.9,1,77,9.0,30.07,15878,-0.6427876096865396,0.7660444431189778
0.515570934,50,4.9,2,71,0.0,30.07,5654,-0.6427876096865396,0.7660444431189778
0.826989619,50,4.9,1,74,0.0,30.08,0,-0.6427876096865396,0.7660444431189778
1.138408304,50,4.9,0,86,3.0,30.09,0,-0.6427876096865396,0.7660444431189778
1.043327556,49,6.4,0,89,3.0,30.11,0,0.766044443118978,0.6427876096865394
0.731369151,49,6.4,1,93,3.0,30.16,0,0.766044443118978,0.6427876096865394
0.419410745,49,6.4,1,57,7.0,30.23,108,0.766044443118978,0.6427876096865394
0.10745234,49,6.4,1,49,6.0,30.27,13962,0.766044443118978,0.6427876096865394
0.204506066,49,6.4,1,55,7.0,30.23,21545,0.766044443118978,0.6427876096865394
0.516464471,49,6.4,1,67,11.0,30.26,5580,0.766044443118978,0.6427876096865394
0.828422877,49,6.4,0,69,6.0,30.31,0,0.766044443118978,0.6427876096865394
1.140381282,49,6.4,0,80,0.0,30.35,0,0.766044443118978,0.6427876096865394
1.046875,51,4.0,0,89,6.0,30.36,0,0.9396926207859084,-0.3420201433256687
0.734375,51,4.0,0,86,6.0,30.35,0,0.9396926207859084,-0.3420201433256687
0.421875,51,4.0,0,80,10.0,30.36,98,0.9396926207859084,-0.3420201433256687
0.109375,51,4.0,0,74,3.0,30.4,13185,0.9396926207859084,-0.3420201433256687
0.203125,51,4.0,0,51,3.0,30.32,20658,0.9396926207859084,-0.3420201433256687
0.515625,51,4.0,1,78,6.0,30.26,5430,0.9396926207859084,-0.3420201433256687
0.828125,51,4.0,0,69,3.0,30.25,0,0.9396926207859084,-0.3420201433256687
1.140625,51,4.0,1,74,3.0,30.27,0,0.9396926207859084,-0.3420201433256687
1.046875,50,4.9,0,80,0.0,30.22,0,-0.9848077530122081,0.17364817766692997
0.734375,50,4.9,1,83,0.0,30.18,0,-0.9848077530122081,0.17364817766692997
0.421875,50,4.9,1,83,9.0,30.18,25,-0.9848077530122081,0.17364817766692997
0.109375,50,4.9,3,72,0.0,30.18,12722,-0.9848077530122081,0.17364817766692997
0.203125,50,4.9,3,67,5.0,30.1,17127,-0.9848077530122081,0.17364817766692997
0.515625,50,4.9,3,78,0.0,30.04,4287,-0.9848077530122081,0.17364817766692997
0.828125,50,4.9,1,75,13.0,29.99,0,-0.9848077530122081,0.17364817766692997
1.140625,50,4.9,2,90,11.0,30.0,0,-0.9848077530122081,0.17364817766692997
1.050434783,53,9.4,4,90,8.0,29.97,0,-0.984807753012208,-0.17364817766693033
0.737391304,53,9.4,4,86,0.0,29.94,0,-0.984807753012208,-0.17364817766693033
0.424347826,53,9.4,2,89,3.0,29.95,101,-0.984807753012208,-0.17364817766693033
0.111304348,53,9.4,1,80,0.0,29.97,12297,-0.984807753012208,-0.17364817766693033
0.20173913,53,9.4,3,67,8.0,29.9,15931,-0.984807753012208,-0.17364817766693033
0.514782609,53,9.4,4,83,14.0,29.88,2812,-0.984807753012208,-0.17364817766693033
0.827826087,53,9.4,4,80,29.0,29.86,0,-0.984807753012208,-0.17364817766693033
1.140869565,53,9.4,4,90,7.0,29.85,0,-0.984807753012208,-0.17364817766693033
1.050434783,49,15.9,3,72,22.0,29.84,0,-0.9848077530122081,0.17364817766692997
0.737391304,49,15.9,4,69,22.0,29.85,0,-0.9848077530122081,0.17364817766692997
0.424347826,49,15.9,2,66,14.0,29.89,75,-0.9848077530122081,0.17364817766692997
0.111304348,49,15.9,2,57,15.0,29.92,12944,-0.9848077530122081,0.17364817766692997
0.20173913,49,15.9,3,51,20.0,29.87,17309,-0.9848077530122081,0.17364817766692997
0.514782609,49,15.9,2,61,16.0,29.85,3618,-0.9848077530122081,0.17364817766692997
0.827826087,49,15.9,2,66,20.0,29.89,0,-0.9848077530122081,0.17364817766692997
1.140869565,49,15.9,3,63,10.0,29.92,0,-0.9848077530122081,0.17364817766692997
1.054006969,45,7.8,2,68,8.0,29.91,0,0.49999999999999994,-0.8660254037844387
0.740418118,45,7.8,2,76,6.0,29.93,0,0.49999999999999994,-0.8660254037844387
0.426829268,45,7.8,3,83,7.0,29.95,0,0.49999999999999994,-0.8660254037844387
0.113240418,45,7.8,4,74,13.0,29.95,738,0.49999999999999994,-0.8660254037844387
0.200348432,45,7.8,4,80,6.0,29.89,4194,0.49999999999999994,-0.8660254037844387
0.513937282,45,7.8,4,86,0.0,29.83,223,0.49999999999999994,-0.8660254037844387
0.827526132,45,7.8,4,93,8.0,29.79,0,0.49999999999999994,-0.8660254037844387
1.141114983,45,7.8,3,89,10.0,29.77,0,0.49999999999999994,-0.8660254037844387
1.054006969,46,8.9,3,93,8.0,29.75,0,-0.34202014332566866,-0.9396926207859084
0.740418118,46,8.9,3,83,7.0,29.75,0,-0.34202014332566866,-0.9396926207859084
0.426829268,46,8.9,4,80,8.0,29.76,0,-0.34202014332566866,-0.9396926207859084
0.113240418,46,8.9,3,77,9.0,29.81,10192,-0.34202014332566866,-0.9396926207859084
0.200348432,46,8.9,2,66,16.0,29.79,13049,-0.34202014332566866,-0.9396926207859084
0.513937282,46,8.9,3,61,15.0,29.79,198,-0.34202014332566866,-0.9396926207859084
0.827526132,46,8.9,3,93,8.0,29.82,0,-0.34202014332566866,-0.9396926207859084
1.141114983,46,8.9,2,89,5.0,29.87,0,-0.34202014332566866,-0.9396926207859084
1.057591623,43,9.3,3,76,3.0,29.89,0,0.6427876096865393,0.766044443118978
0.743455497,43,9.3,3,93,3.0,29.9,0,0.6427876096865393,0.766044443118978
0.429319372,43,9.3,4,93,9.0,29.93,0,0.6427876096865393,0.766044443118978
0.115183246,43,9.3,3,86,10.0,29.99,4935,0.6427876096865393,0.766044443118978
0.19895288,43,9.3,3,74,7.0,29.97,8729,0.6427876096865393,0.766044443118978
0.513089005,43,9.3,3,83,20.0,29.99,1599,0.6427876096865393,0.766044443118978
0.827225131,43,9.3,3,83,16.0,30.02,0,0.6427876096865393,0.766044443118978
1.141361257,43,9.3,2,83,6.0,30.03,0,0.6427876096865393,0.766044443118978
1.057591623,43,8.4,1,63,10.0,30.04,0,-0.9848077530122081,0.17364817766692997
0.743455497,43,8.4,1,58,9.0,30.05,0,-0.9848077530122081,0.17364817766692997
0.429319372,43,8.4,1,73,0.0,30.05,0,-0.9848077530122081,0.17364817766692997
0.115183246,43,8.4,0,60,3.0,30.04,13602,-0.9848077530122081,0.17364817766692997
0.19895288,43,8.4,1,44,5.0,29.96,22524,-0.9848077530122081,0.17364817766692997
0.513089005,43,8.4,1,59,14.0,29.91,6311,-0.9848077530122081,0.17364817766692997
0.827225131,43,8.4,0,71,10.0,29.91,0,-0.9848077530122081,0.17364817766692997
1.141361257,43,8.4,0,68,14.0,29.92,0,-0.9848077530122081,0.17364817766692997
1.059336824,47,8.7,0,63,7.0,29.92,0,-0.17364817766693047,-0.984807753012208
0.745200698,47,8.7,0,65,6.0,29.97,0,-0.17364817766693047,-0.984807753012208
0.431064572,47,8.7,1,77,7.0,30.05,37,-0.17364817766693047,-0.984807753012208
0.116928447,47,8.7,2,80,6.0,30.12,8699,-0.17364817766693047,-0.984807753012208
0.197207679,47,8.7,3,74,8.0,30.13,10968,-0.17364817766693047,-0.984807753012208
0.511343805,47,8.7,4,69,11.0,30.14,3407,-0.17364817766693047,-0.984807753012208
0.82547993,47,8.7,3,74,9.0,30.17,0,-0.17364817766693047,-0.984807753012208
1.139616056,47,8.7,3,80,14.0,30.22,0,-0.17364817766693047,-0.984807753012208
1.059336824,49,9.2,3,80,14.0,30.23,0,-0.9396926207859084,-0.34202014332566855
0.745200698,49,9.2,4,86,11.0,30.23,0,-0.9396926207859084,-0.34202014332566855
0.431064572,49,9.2,4,96,0.0,30.27,0,-0.9396926207859084,-0.34202014332566855
0.116928447,49,9.2,3,80,8.0,30.32,7715,-0.9396926207859084,-0.34202014332566855
0.197207679,49,9.2,2,59,14.0,30.3,18824,-0.9396926207859084,-0.34202014332566855
0.511343805,49,9.2,2,59,16.0,30.31,5367,-0.9396926207859084,-0.34202014332566855
0.82547993,49,9.2,1,71,10.0,30.34,0,-0.9396926207859084,-0.34202014332566855
1.139616056,49,9.2,1,77,9.0,30.36,0,-0.9396926207859084,-0.34202014332566855
1.061082024,43,2.3,1,73,6.0,30.37,0,-0.9848077530122081,0.17364817766692997
0.746945899,43,2.3,0,82,5.0,30.35,0,-0.9848077530122081,0.17364817766692997
0.432809773,43,2.3,1,82,0.0,30.36,91,-0.9848077530122081,0.17364817766692997
0.118673647,43,2.3,2,74,0.0,30.4,12388,-0.9848077530122081,0.17364817766692997
0.195462478,43,2.3,2,61,0.0,30.33,20205,-0.9848077530122081,0.17364817766692997
0.509598604,43,2.3,3,61,0.0,30.29,5310,-0.9848077530122081,0.17364817766692997
0.823734729,43,2.3,3,63,3.0,30.27,0,-0.9848077530122081,0.17364817766692997
1.137870855,43,2.3,2,63,5.0,30.27,0,-0.9848077530122081,0.17364817766692997
1.061082024,49,5.1,3,68,3.0,30.24,0,0.9396926207859084,-0.3420201433256687
0.746945899,49,5.1,3,77,3.0,30.22,0,0.9396926207859084,-0.3420201433256687
0.432809773,49,5.1,4,74,0.0,30.19,104,0.9396926207859084,-0.3420201433256687
0.118673647,49,5.1,4,71,0.0,30.19,881,0.9396926207859084,-0.3420201433256687
0.195462478,49,5.1,4,86,6.0,30.07,2223,0.9396926207859084,-0.3420201433256687
0.509598604,49,5.1,4,86,10.0,29.99,612,0.9396926207859084,-0.3420201433256687
0.823734729,49,5.1,4,100,10.0,29.9,0,0.9396926207859084,-0.3420201433256687
1.137870855,49,5.1,4,96,10.0,29.87,0,0.9396926207859084,-0.3420201433256687
1.062827225,48,8.9,2,83,7.0,29.83,0,-0.9396926207859084,-0.34202014332566855
0.748691099,48,8.9,3,89,3.0,29.86,0,-0.9396926207859084,-0.34202014332566855
0.434554974,48,8.9,1,89,0.0,29.89,0,-0.9396926207859084,-0.34202014332566855
0.120418848,48,8.9,1,69,9.0,29.91,13034,-0.9396926207859084,-0.34202014332566855
0.193717277,48,8.9,3,71,11.0,29.89,10962,-0.9396926207859084,-0.34202014332566855
0.507853403,48,8.9,3,71,11.0,29.88,2553,-0.9396926207859084,-0.34202014332566855
0.821989529,48,8.9,2,80,7.0,29.89,0,-0.9396926207859084,-0.34202014332566855
1.136125654,48,8.9,3,77,14.0,29.92,0,-0.9396926207859084,-0.34202014332566855
1.062827225,47,3.6,3,86,0.0,29.9,0,0.8660254037844387,-0.4999999999999998
0.748691099,47,3.6,4,93,5.0,29.91,0,0.8660254037844387,-0.4999999999999998
0.434554974,47,3.6,2,83,0.0,29.93,0,0.8660254037844387,-0.4999999999999998
0.120418848,47,3.6,3,77,0.0,29.96,8491,0.8660254037844387,-0.4999999999999998
0.193717277,47,3.6,3,77,8.0,29.93,12958,0.8660254037844387,-0.4999999999999998
0.507853403,47,3.6,3,69,5.0,29.9,6769,0.8660254037844387,-0.4999999999999998
0.821989529,47,3.6,4,71,3.0,29.89,0,0.8660254037844387,-0.4999999999999998
1.136125654,47,3.6,4,77,6.0,29.89,0,0.8660254037844387,-0.4999999999999998
1.064572426,51,10.4,4,83,9.0,29.88,0,0.766044443118978,-0.6427876096865394
0.7504363,51,10.4,4,83,6.0,29.84,0,0.766044443118978,-0.6427876096865394
0.436300175,51,10.4,4,83,5.0,29.82,0,0.766044443118978,-0.6427876096865394
0.122164049,51,10.4,4,80,7.0,29.84,2014,0.766044443118978,-0.6427876096865394
0.191972077,51,10.4,4,77,10.0,29.81,1672,0.766044443118978,-0.6427876096865394
0.506108202,51,10.4,4,72,10.0,29.78,212,0.766044443118978,-0.6427876096865394
0.820244328,51,10.4,4,77,6.0,29.77,0,0.766044443118978,-0.6427876096865394
1.134380454,51,10.4,4,75,22.0,29.72,0,0.766044443118978,-0.6427876096865394
1.06271777,47,21.1,4,86,30.0,29.65,0,-1.0,-1.8369701987210297e-16
0.74912892,47,21.1,4,90,15.0,29.64,0,-1.0,-1.8369701987210297e-16
0.43554007,47,21.1,4,93,24.0,29.67,0,-1.0,-1.8369701987210297e-16
0.12195122,47,21.1,3,96,25.0,29.79,7417,-1.0,-1.8369701987210297e-16
0.191637631,47,21.1,2,57,28.0,29.81,20992,-1.0,-1.8369701987210297e-16
0.505226481,47,21.1,2,68,26.0,29.86,5808,-1.0,-1.8369701987210297e-16
0.818815331,47,21.1,1,68,20.0,29.91,0,-1.0,-1.8369701987210297e-16
1.132404181,47,21.1,1,66,16.0,29.98,0,-1.0,-1.8369701987210297e-16
1.06445993,47,4.9,0,71,10.0,30.04,0,-0.9848077530122081,0.17364817766692997
0.75087108,47,4.9,0,71,9.0,30.09,0,-0.9848077530122081,0.17364817766692997
0.12369338,47,4.9,1,68,0.0,30.25,13246,-0.9848077530122081,0.17364817766692997
0.18989547,47,4.9,1,54,5.0,30.24,22387,-0.9848077530122081,0.17364817766692997
0.503484321,47,4.9,2,52,0.0,30.26,6491,-0.9848077530122081,0.17364817766692997
0.817073171,47,4.9,3,71,8.0,30.29,0,-0.9848077530122081,0.17364817766692997
1.130662021,47,4.9,3,74,0.0,30.32,0,-0.9848077530122081,0.17364817766692997
1.06445993,45,1.3,1,83,0.0,30.32,0,0.9396926207859084,-0.3420201433256687
0.75087108,45,1.3,2,89,0.0,30.34,0,0.9396926207859084,-0.3420201433256687
0.43728223,45,1.3,2,93,0.0,30.37,0,0.9396926207859084,-0.3420201433256687
0.12369338,45,1.3,2,80,3.0,30.42,6570,0.9396926207859084,-0.3420201433256687
0.18989547,45,1.3,3,71,5.0,30.37,13748,0.9396926207859084,-0.3420201433256687
0.503484321,45,1.3,3,66,0.0,30.36,1869,0.9396926207859084,-0.3420201433256687
0.817073171,45,1.3,3,77,0.0,30.36,0,0.9396926207859084,-0.3420201433256687
1.130662021,45,1.3,3,77,0.0,30.39,0,0.9396926207859084,-0.3420201433256687
1.064347826,51,2.4,4,86,0.0,30.38,0,1.0,6.123233995736766e-17
0.751304348,51,2.4,4,89,3.0,30.38,0,1.0,6.123233995736766e-17
0.43826087,51,2.4,2,89,0.0,30.37,101,1.0,6.123233995736766e-17
0.125217391,51,2.4,3,86,8.0,30.39,11039,1.0,6.123233995736766e-17
0.187826087,51,2.4,3,80,0.0,30.33,14950,1.0,6.123233995736766e-17
0.500869565,51,2.4,3,67,0.0,30.28,6341,1.0,6.123233995736766e-17
0.813913043,51,2.4,2,80,3.0,30.27,0,1.0,6.123233995736766e-17
1.126956522,51,2.4,3,86,5.0,30.27,0,1.0,6.123233995736766e-17
1.064347826,51,3.2,2,89,3.0,30.26,0,-0.9396926207859083,0.342020143325669
0.751304348,51,3.2,3,93,0.0,30.26,0,-0.9396926207859083,0.342020143325669
0.43826087,51,3.2,3,93,0.0,30.28,0,-0.9396926207859083,0.342020143325669
0.125217391,51,3.2,3,90,5.0,30.3,3729,-0.9396926207859083,0.342020143325669
0.187826087,51,3.2,3,86,3.0,30.25,8365,-0.9396926207859083,0.342020143325669
0.500869565,51,3.2,2,72,0.0,30.22,6822,-0.9396926207859083,0.342020143325669
0.813913043,51,3.2,1,93,8.0,30.2,0,-0.9396926207859083,0.342020143325669
1.126956522,51,3.2,1,90,3.0,30.22,0,-0.9396926207859083,0.342020143325669
1.066086957,50,4.6,1,89,0.0,30.21,0,-0.5000000000000004,0.8660254037844384
0.753043478,50,4.6,2,93,5.0,30.21,0,-0.5000000000000004,0.8660254037844384
0.44,50,4.6,3,96,9.0,30.21,15,-0.5000000000000004,0.8660254037844384
0.126956522,50,4.6,3,93,6.0,30.23,12426,-0.5000000000000004,0.8660254037844384
0.186086957,50,4.6,1,86,3.0,30.15,22458,-0.5000000000000004,0.8660254037844384
0.499130435,50,4.6,1,83,6.0,30.12,7453,-0.5000000000000004,0.8660254037844384
0.812173913,50,4.6,1,86,6.0,30.15,0,-0.5000000000000004,0.8660254037844384
1.125217391,50,4.6,1,93,7.0,30.19,0,-0.5000000000000004,0.8660254037844384
1.064236111,48,4.1,3,96,7.0,30.2,0,-0.9396926207859083,0.342020143325669
0.751736111,48,4.1,4,96,0.0,30.2,0,-0.9396926207859083,0.342020143325669
0.439236111,48,4.1,4,96,5.0,30.22,0,-0.9396926207859083,0.342020143325669
0.126736111,48,4.1,4,96,3.0,30.26,2423,-0.9396926207859083,0.342020143325669
0.185763889,48,4.1,1,96,3.0,30.2,15177,-0.9396926207859083,0.342020143325669
0.498263889,48,4.1,3,96,8.0,30.18,5904,-0.9396926207859083,0.342020143325669
0.810763889,48,4.1,4,93,9.0,30.17,0,-0.9396926207859083,0.342020143325669
1.123263889,48,4.1,4,90,5.0,30.18,0,-0.9396926207859083,0.342020143325669
1.064124783,47,3.8,4,93,8.0,30.17,0,0.3420201433256687,0.9396926207859084
0.752166378,47,3.8,4,89,7.0,30.18,0,0.3420201433256687,0.9396926207859084
0.440207972,47,3.8,4,93,9.0,30.18,0,0.3420201433256687,0.9396926207859084
0.128249567,47,3.8,4,89,5.0,30.21,9650,0.3420201433256687,0.9396926207859084
0.183708839,47,3.8,4,89,0.0,30.14,17059,0.3420201433256687,0.9396926207859084
0.495667244,47,3.8,2,83,6.0,30.09,6573,0.3420201433256687,0.9396926207859084
0.80762565,47,3.8,0,86,5.0,30.08,0,0.3420201433256687,0.9396926207859084
1.119584055,47,3.8,4,89,0.0,30.07,0,0.3420201433256687,0.9396926207859084
1.062283737,51,10.3,4,96,3.0,30.03,0,-0.8660254037844385,-0.5000000000000004
0.750865052,51,10.3,4,96,9.0,30.02,0,-0.8660254037844385,-0.5000000000000004
0.439446367,51,10.3,4,96,10.0,29.95,0,-0.8660254037844385,-0.5000000000000004
0.128027682,51,10.3,4,93,6.0,29.93,998,-0.8660254037844385,-0.5000000000000004
0.183391003,51,10.3,4,90,14.0,29.91,3831,-0.8660254037844385,-0.5000000000000004
0.494809689,51,10.3,2,74,16.0,29.92,4368,-0.8660254037844385,-0.5000000000000004
0.806228374,51,10.3,2,74,14.0,29.95,0,-0.8660254037844385,-0.5000000000000004
1.117647059,51,10.3,2,83,8.0,30.0,0,-0.8660254037844385,-0.5000000000000004
1.06044905,44,5.2,2,80,3.0,30.01,0,-0.9396926207859083,0.342020143325669
0.749568221,44,5.2,1,86,6.0,30.04,0,-0.9396926207859083,0.342020143325669
0.438687392,44,5.2,1,86,3.0,30.05,6,-0.9396926207859083,0.342020143325669
0.127806563,44,5.2,2,61,0.0,30.09,10848,-0.9396926207859083,0.342020143325669
0.183074266,44,5.2,3,54,7.0,30.05,20941,-0.9396926207859083,0.342020143325669
0.493955095,44,5.2,3,50,13.0,30.04,7581,-0.9396926207859083,0.342020143325669
0.804835924,44,5.2,1,68,3.0,30.05,0,-0.9396926207859083,0.342020143325669
1.115716753,44,5.2,1,76,8.0,30.07,0,-0.9396926207859083,0.342020143325669
1.062176166,42,2.4,0,76,0.0,30.08,0,-0.984807753012208,-0.17364817766693033
0.751295337,42,2.4,0,73,0.0,30.1,0,-0.984807753012208,-0.17364817766693033
0.440414508,42,2.4,0,76,3.0,30.13,13,-0.984807753012208,-0.17364817766693033
0.129533679,42,2.4,2,71,0.0,30.21,11696,-0.984807753012208,-0.17364817766693033
0.18134715,42,2.4,3,61,3.0,30.17,20749,-0.984807753012208,-0.17364817766693033
0.492227979,42,2.4,3,52,0.0,30.17,6851,-0.984807753012208,-0.17364817766693033
0.803108808,42,2.4,3,68,8.0,30.22,0,-0.984807753012208,-0.17364817766693033
1.113989637,42,2.4,3,74,0.0,30.24,0,-0.984807753012208,-0.17364817766693033
1.062176166,46,4.2,4,77,0.0,30.22,0,0.49999999999999994,0.8660254037844387
0.751295337,46,4.2,4,74,3.0,30.2,0,0.49999999999999994,0.8660254037844387
0.440414508,46,4.2,4,68,0.0,30.2,0,0.49999999999999994,0.8660254037844387
0.129533679,46,4.2,4,68,0.0,30.2,1847,0.49999999999999994,0.8660254037844387
0.18134715,46,4.2,4,93,0.0,30.16,4988,0.49999999999999994,0.8660254037844387
0.492227979,46,4.2,4,96,5.0,30.18,1175,0.49999999999999994,0.8660254037844387
0.803108808,46,4.2,4,93,0.0,30.21,0,0.49999999999999994,0.8660254037844387
1.113989637,46,4.2,3,86,7.0,30.25,0,0.49999999999999994,0.8660254037844387
1.062068966,49,3.5,4,86,0.0,30.25,0,0.3420201433256689,-0.9396926207859083
0.751724138,49,3.5,4,93,0.0,30.27,0,0.3420201433256689,-0.9396926207859083
0.44137931,49,3.5,4,86,6.0,30.26,0,0.3420201433256689,-0.9396926207859083
0.131034483,49,3.5,4,86,6.0,30.3,2312,0.3420201433256689,-0.9396926207859083
0.179310345,49,3.5,4,80,3.0,30.26,15975,0.3420201433256689,-0.9396926207859083
0.489655172,49,3.5,3,80,0.0,30.25,7508,0.3420201433256689,-0.9396926207859083
0.8,49,3.5,3,93,9.0,30.27,0,0.3420201433256689,-0.9396926207859083
1.110344828,49,3.5,4,90,0.0,30.29,0,0.3420201433256689,-0.9396926207859083
1.058419244,49,3.8,4,93,5.0,30.26,0,0.0,1.0
0.749140893,49,3.8,4,93,5.0,30.27,0,0.0,1.0
0.439862543,49,3.8,4,89,3.0,30.26,0,0.0,1.0
0.130584192,49,3.8,4,86,3.0,30.29,8716,0.0,1.0
0.178694158,49,3.8,1,80,0.0,30.23,20917,0.0,1.0
0.487972509,49,3.8,1,77,0.0,30.19,7239,0.0,1.0
0.797250859,49,3.8,0,86,6.0,30.17,0,0.0,1.0
1.10652921,49,3.8,0,86,8.0,30.16,0,0.0,1.0
1.058319039,48,3.8,2,89,7.0,30.15,0,0.49999999999999994,0.8660254037844387
0.749571184,48,3.8,4,89,6.0,30.18,0,0.49999999999999994,0.8660254037844387
0.440823328,48,3.8,4,93,3.0,30.19,0,0.49999999999999994,0.8660254037844387
0.132075472,48,3.8,3,83,5.0,30.22,8436,0.49999999999999994,0.8660254037844387
0.176672384,48,3.8,4,86,6.0,30.17,7129,0.49999999999999994,0.8660254037844387
0.48542024,48,3.8,2,80,7.0,30.18,7093,0.49999999999999994,0.8660254037844387
0.794168096,48,3.8,1,89,0.0,30.2,0,0.49999999999999994,0.8660254037844387
1.102915952,48,3.8,0,89,0.0,30.22,0,0.49999999999999994,0.8660254037844387
1.056506849,49,6.6,0,93,5.0,30.22,0,0.984807753012208,-0.1736481776669303
0.748287671,49,6.6,4,96,6.0,30.24,0,0.984807753012208,-0.1736481776669303
0.440068493,49,6.6,4,96,0.0,30.27,3,0.984807753012208,-0.1736481776669303
0.131849315,49,6.6,1,96,7.0,30.3,12752,0.984807753012208,-0.1736481776669303
0.176369863,49,6.6,1,51,13.0,30.26,23728,0.984807753012208,-0.1736481776669303
0.484589041,49,6.6,1,39,6.0,30.26,8333,0.984807753012208,-0.1736481776669303
0.792808219,49,6.6,1,45,10.0,30.32,0,0.984807753012208,-0.1736481776669303
1.101027397,49,6.6,1,46,10.0,30.37,0,0.984807753012208,-0.1736481776669303
1.054700855,56,6.9,1,53,10.0,30.39,0,0.9396926207859083,0.3420201433256688
0.747008547,56,6.9,0,64,14.0,30.43,0,0.9396926207859083,0.3420201433256688
0.439316239,56,6.9,0,61,5.0,30.47,3,0.9396926207859083,0.3420201433256688
0.131623932,56,6.9,0,69,10.0,30.53,12646,0.9396926207859083,0.3420201433256688
0.176068376,56,6.9,0,41,5.0,30.49,23280,0.9396926207859083,0.3420201433256688
0.483760684,56,6.9,1,58,7.0,30.47,8262,0.9396926207859083,0.3420201433256688
0.791452991,56,6.9,1,51,6.0,30.5,0,0.9396926207859083,0.3420201433256688
1.099145299,56,6.9,0,77,5.0,30.52,0,0.9396926207859083,0.3420201433256688
1.054607509,48,2.7,0,77,0.0,30.5,0,0.3420201433256687,0.9396926207859084
0.747440273,48,2.7,0,77,6.0,30.49,0,0.3420201433256687,0.9396926207859084
0.440273038,48,2.7,1,83,3.0,30.5,0,0.3420201433256687,0.9396926207859084
0.133105802,48,2.7,1,77,3.0,30.51,12521,0.3420201433256687,0.9396926207859084
0.174061433,48,2.7,2,77,5.0,30.43,22737,0.3420201433256687,0.9396926207859084
0.481228669,48,2.7,3,72,5.0,30.35,7538,0.3420201433256687,0.9396926207859084
0.788395904,48,2.7,2,51,3.0,30.32,0,0.3420201433256687,0.9396926207859084
1.09556314,48,2.7,1,77,0.0,30.31,0,0.3420201433256687,0.9396926207859084
1.052810903,59,9.5,1,71,0.0,30.29,0,0.984807753012208,0.17364817766693041
0.746166951,59,9.5,1,58,9.0,30.28,0,0.984807753012208,0.17364817766693041
0.439522998,59,9.5,2,48,8.0,30.29,128,0.984807753012208,0.17364817766693041
0.132879046,59,9.5,3,48,17.0,30.31,815,0.984807753012208,0.17364817766693041
0.173764906,59,9.5,2,50,13.0,30.27,0,0.984807753012208,0.17364817766693041
0.480408859,59,9.5,1,42,16.0,30.23,0,0.984807753012208,0.17364817766693041
0.787052811,59,9.5,0,52,9.0,30.25,0,0.984807753012208,0.17364817766693041
1.093696763,59,9.5,0,52,8.0,30.28,0,0.984807753012208,0.17364817766693041
1.050933786,61,5.3,0,64,7.0,30.3,0,0.8660254037844387,-0.4999999999999998
0.74533107,61,5.3,0,64,8.0,30.3,0,0.8660254037844387,-0.4999999999999998
0.134125637,61,5.3,0,46,9.0,30.33,12826,0.8660254037844387,-0.4999999999999998
0.17147708,61,5.3,0,35,7.0,30.27,22992,0.8660254037844387,-0.4999999999999998
0.477079796,61,5.3,0,29,3.0,30.22,8465,0.8660254037844387,-0.4999999999999998
0.782682513,61,5.3,0,69,0.0,30.23,0,0.8660254037844387,-0.4999999999999998
